IL,IL_step,MPO_in,MPO_out,c1,c2,c4,device,RECAL1,csv_line,path_file,slot,step_in_path,cmd,axis,attempt,peak_ok,code,col0,n_samples,span_raw,span_db,argmax_idx,peak_raw
0.7990,482,MPO41-2,MPO89-2,27,14,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
0.7990,482,MPO41-2,MPO89-2,27,14,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
0.7990,482,MPO41-2,MPO89-2,27,14,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
0.7990,482,MPO41-2,MPO89-2,27,14,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
0.7990,482,MPO41-2,MPO89-2,27,14,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
0.7990,482,MPO41-2,MPO89-2,27,14,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
0.7990,482,MPO41-2,MPO89-2,27,14,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
0.7990,482,MPO41-2,MPO89-2,27,14,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
0.7990,482,MPO41-2,MPO89-2,27,14,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
0.7990,482,MPO41-2,MPO89-2,27,14,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
0.7990,482,MPO41-2,MPO89-2,27,14,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
0.7990,482,MPO41-2,MPO89-2,27,14,59,1#MCS,RECAL 1 3 27 14 14 59,1049,pm_pm_mcs1,1,482,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2514,33,117346,11.7346,14,-252402
0.7990,482,MPO41-2,MPO89-2,27,14,59,1#MCS,RECAL 1 3 27 14 14 59,1050,pm_pm_mcs1,1,482,RECAL 3 1 9999 -2458 64 4 80,X,1,1,Ok,-2279,33,237250,23.7250,15,-251183
0.7990,482,MPO41-2,MPO89-2,27,14,59,2#MCS,RECAL 1 4 27 14 14 59,2345,pm_pm_mcs2,2,482,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2376,33,83993,8.3993,15,-254108
0.7990,482,MPO41-2,MPO89-2,27,14,59,2#MCS,RECAL 1 4 27 14 14 59,2346,pm_pm_mcs2,2,482,RECAL 3 1 9999 -2314 64 4 80,X,1,1,Ok,-2247,33,237029,23.7029,14,-250984
0.6081,483,MPO41-3,MPO89-3,27,15,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
0.6081,483,MPO41-3,MPO89-3,27,15,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
0.6081,483,MPO41-3,MPO89-3,27,15,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
0.6081,483,MPO41-3,MPO89-3,27,15,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
0.6081,483,MPO41-3,MPO89-3,27,15,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
0.6081,483,MPO41-3,MPO89-3,27,15,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
0.6081,483,MPO41-3,MPO89-3,27,15,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
0.6081,483,MPO41-3,MPO89-3,27,15,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
0.6081,483,MPO41-3,MPO89-3,27,15,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
0.6081,483,MPO41-3,MPO89-3,27,15,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
0.6081,483,MPO41-3,MPO89-3,27,15,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
0.6081,483,MPO41-3,MPO89-3,27,15,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
0.6081,483,MPO41-3,MPO89-3,27,15,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
0.6081,483,MPO41-3,MPO89-3,27,15,59,1#MCS,RECAL 1 3 27 15 15 59,1051,pm_pm_mcs1,1,483,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2543,33,124564,12.4564,14,-248214
0.6081,483,MPO41-3,MPO89-3,27,15,59,1#MCS,RECAL 1 3 27 15 15 59,1052,pm_pm_mcs1,1,483,RECAL 3 1 9999 -2488 64 4 80,X,1,1,Ok,-1360,33,90853,9.0853,15,-248044
0.6081,483,MPO41-3,MPO89-3,27,15,59,2#MCS,RECAL 1 4 27 15 15 59,2347,pm_pm_mcs2,2,483,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2260,33,75988,7.5988,15,-250131
0.6081,483,MPO41-3,MPO89-3,27,15,59,2#MCS,RECAL 1 4 27 15 15 59,2348,pm_pm_mcs2,2,483,RECAL 3 1 9999 -2198 64 4 80,X,1,1,Ok,-1346,33,98431,9.8431,15,-249594
0.8781,484,MPO41-4,MPO89-4,27,16,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
0.8781,484,MPO41-4,MPO89-4,27,16,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
0.8781,484,MPO41-4,MPO89-4,27,16,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
0.8781,484,MPO41-4,MPO89-4,27,16,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
0.8781,484,MPO41-4,MPO89-4,27,16,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
0.8781,484,MPO41-4,MPO89-4,27,16,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
0.8781,484,MPO41-4,MPO89-4,27,16,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
0.8781,484,MPO41-4,MPO89-4,27,16,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
0.8781,484,MPO41-4,MPO89-4,27,16,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
0.8781,484,MPO41-4,MPO89-4,27,16,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
0.8781,484,MPO41-4,MPO89-4,27,16,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
0.8781,484,MPO41-4,MPO89-4,27,16,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
0.8781,484,MPO41-4,MPO89-4,27,16,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
0.8781,484,MPO41-4,MPO89-4,27,16,59,1#MCS,RECAL 1 3 27 16 16 59,1053,pm_pm_mcs1,1,484,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2521,33,128893,12.8893,13,-245813
0.8781,484,MPO41-4,MPO89-4,27,16,59,1#MCS,RECAL 1 3 27 16 16 59,1054,pm_pm_mcs1,1,484,RECAL 3 1 9999 -2468 64 4 80,X,1,1,Ok,1239,33,93356,9.3356,17,-245510
0.8781,484,MPO41-4,MPO89-4,27,16,59,2#MCS,RECAL 1 4 27 16 16 59,2349,pm_pm_mcs2,2,484,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2354,33,80435,8.0435,16,-248582
0.8781,484,MPO41-4,MPO89-4,27,16,59,2#MCS,RECAL 1 4 27 16 16 59,2350,pm_pm_mcs2,2,484,RECAL 3 1 9999 -2291 64 4 80,X,1,1,Ok,1210,33,91935,9.1935,16,-248556
1.6439,485,MPO41-5,MPO89-5,27,17,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
1.6439,485,MPO41-5,MPO89-5,27,17,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
1.6439,485,MPO41-5,MPO89-5,27,17,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
1.6439,485,MPO41-5,MPO89-5,27,17,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
1.6439,485,MPO41-5,MPO89-5,27,17,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
1.6439,485,MPO41-5,MPO89-5,27,17,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
1.6439,485,MPO41-5,MPO89-5,27,17,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
1.6439,485,MPO41-5,MPO89-5,27,17,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
1.6439,485,MPO41-5,MPO89-5,27,17,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
1.6439,485,MPO41-5,MPO89-5,27,17,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
1.6439,485,MPO41-5,MPO89-5,27,17,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
1.6439,485,MPO41-5,MPO89-5,27,17,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
1.6439,485,MPO41-5,MPO89-5,27,17,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
1.6439,485,MPO41-5,MPO89-5,27,17,59,1#MCS,RECAL 1 3 27 17 17 59,1055,pm_pm_mcs1,1,485,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2494,33,105721,10.5721,15,-251387
1.6439,485,MPO41-5,MPO89-5,27,17,59,1#MCS,RECAL 1 3 27 17 17 59,1056,pm_pm_mcs1,1,485,RECAL 3 1 9999 -2436 64 4 80,X,1,1,Ok,2154,33,237396,23.7396,17,-249619
1.6439,485,MPO41-5,MPO89-5,27,17,59,2#MCS,RECAL 1 4 27 17 17 59,2351,pm_pm_mcs2,2,485,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2240,33,74708,7.4708,16,-252050
1.6439,485,MPO41-5,MPO89-5,27,17,59,2#MCS,RECAL 1 4 27 17 17 59,2352,pm_pm_mcs2,2,485,RECAL 3 1 9999 -2175 64 4 80,X,1,1,Ok,2111,33,234543,23.4543,17,-251792
2.4622,486,MPO41-6,MPO89-6,27,18,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
2.4622,486,MPO41-6,MPO89-6,27,18,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
2.4622,486,MPO41-6,MPO89-6,27,18,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
2.4622,486,MPO41-6,MPO89-6,27,18,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
2.4622,486,MPO41-6,MPO89-6,27,18,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
2.4622,486,MPO41-6,MPO89-6,27,18,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
2.4622,486,MPO41-6,MPO89-6,27,18,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
2.4622,486,MPO41-6,MPO89-6,27,18,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
2.4622,486,MPO41-6,MPO89-6,27,18,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
2.4622,486,MPO41-6,MPO89-6,27,18,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
2.4622,486,MPO41-6,MPO89-6,27,18,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
2.4622,486,MPO41-6,MPO89-6,27,18,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
2.4622,486,MPO41-6,MPO89-6,27,18,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
2.4622,486,MPO41-6,MPO89-6,27,18,59,1#MCS,RECAL 1 3 27 18 18 59,1057,pm_pm_mcs1,1,486,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2453,33,101739,10.1739,14,-257247
2.4622,486,MPO41-6,MPO89-6,27,18,59,1#MCS,RECAL 1 3 27 18 18 59,1058,pm_pm_mcs1,1,486,RECAL 3 1 9999 -2396 64 4 80,X,1,1,Ok,2788,33,244459,24.4459,18,-252181
2.4622,486,MPO41-6,MPO89-6,27,18,59,2#MCS,RECAL 1 4 27 18 18 59,2353,pm_pm_mcs2,2,486,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2240,33,72838,7.2838,15,-258779
2.4622,486,MPO41-6,MPO89-6,27,18,59,2#MCS,RECAL 1 4 27 18 18 59,2354,pm_pm_mcs2,2,486,RECAL 3 1 9999 -2179 64 4 80,X,1,1,Ok,2741,33,240153,24.0153,17,-256462
